System,Molecular_Weight,DOCK_Rotatable_Bonds,Formal_Charge,HBond_Acceptors,HBond_Donors,Stereocenters,cLogP,TPSA,SA_Score,QED,ESOL,num_of_PAINS,SMILES
1MUE , 467.835 , 9 , 0.00199991 , 12 , 2 , 0 , 2.79379 , 96.1 , 3.50463 , 0.584266 , -4.89079 , 0 , O=C(Cn1c(Cl)cnc(NCC(F)(F)C2=C[CH]C=C[N+]2=O)c1=O)NCc1ccccc1F
1MUP , 143.253 , 4 , 0.00199796 , 2 , 0 , 1 , 2.1778 , 12.36 , 3.78868 , 0.576846 , -2.34194 , 0 , CC[C@@H](C)C1=NCCS1
1MV9 , 327.487 , 21 , -0.998001 , 2 , 0 , 0 , 5.2142 , 40.13 , 3.58844 , 0.410631 , -5.74143 , 0 , CC/C=C/C/C=C\C/C=C/C/C=C/C/C=C\C/C=C\CCC(=O)[O-]
1MVC , 379.476 , 7 , -1.001 , 4 , 0 , 0 , 3.647 , 58.59 , 3.16833 , 0.817933 , -4.95835 , 0 , CC1(C)CCC(C)(C)c2cc(C3(c4ccc(C(=O)[O-])cc4)OCCO3)ccc21
1MWE , 308.265 , 11 , -0.998 , 10 , 6 , 6 , -5.2065 , 179.61 , 4.59651 , 0.297057 , 2.08088 , 0 , CC(=O)N[C@@H]1[C@@H](O)C[C@](O)(C(=O)[O-])O[C@H]1[C@H](O)[C@H](O)CO
1MZ6 , 290.25 , 10 , -1.001 , 9 , 5 , 5 , -4.4013 , 159.38 , 4.55692 , 0.345798 , 1.60182 , 0 , CC(=O)N[C@@H]1[C@@H](O)C=C(C(=O)[O-])O[C@H]1[C@H](O)[C@H](O)CO
1MZC , 472.61 , 9 , 0.997998 , 7 , 3 , 2 , 3.87958 , 98.79 , 4.06777 , 0.5885 , -5.73345 , 0 , CC[C@@]1(c2cccc(Oc3cc([C@](C)([NH3+])c4cncn4C)ccc3C#N)c2)CCCCN(C)C1=O
1N1M , 171.263 , 6 , 0.997003 , 3 , 3 , 1 , -0.1247 , 47.95 , 3.42689 , 0.618182 , -0.807641 , 0 , CC(C)[C@H]([NH3+])C(=O)N1CCCC1
1N1T , 290.25 , 10 , -1.001 , 9 , 5 , 5 , -4.4013 , 159.38 , 4.55692 , 0.345798 , 1.60182 , 0 , CC(=O)N[C@@H]1[C@@H](O)C=C(C(=O)[O-])O[C@H]1[C@H](O)[C@H](O)CO
1N1V , 290.25 , 10 , -1 , 9 , 5 , 5 , -4.4013 , 159.38 , 4.55692 , 0.345798 , 1.60182 , 0 , CC(=O)N[C@@H]1[C@@H](O)C=C(C(=O)[O-])O[C@H]1[C@H](O)[C@H](O)CO
1N1Y , 308.265 , 11 , -0.999 , 10 , 6 , 6 , -5.2065 , 179.61 , 4.59651 , 0.297057 , 2.08088 , 0 , CC(=O)N[C@@H]1[C@@H](O)C[C@](O)(C(=O)[O-])O[C@H]1[C@H](O)[C@H](O)CO
1N2J , 147.151 , 7 , -1.002 , 4 , 2 , 1 , -1.8843 , 80.59 , 3.94722 , 0.489722 , 0.653244 , 0 , CC(C)(CO)[C@@H](O)C(=O)[O-]
1N2V , 208.22 , 4 , -0.00199991 , 6 , 3 , 0 , 0.2821 , 94.4 , 2.97544 , 0.675319 , -1.34323 , 0 , CCCCc1nc2c(=O)[nH][nH]c(=O)c2[nH]1
1N46 , 367.404 , 9 , -0.00299981 , 7 , 2 , 0 , 3.15894 , 97.21 , 2.57305 , 0.740054 , -4.51365 , 0 , Cc1cc(-n2ncc(=O)[nH]c2=O)cc(C)c1Oc1ccc(O)c(C(C)C)c1
1NAV , 354.209 , 8 , -1.002 , 6 , 1 , 0 , 3.9071 , 69.59 , 2.65357 , 0.884 , -4.98056 , 0 , CC(C)c1cc(Oc2c(Cl)cc(CC(=O)[O-])cc2Cl)ccc1O
1NC1 , 296.35 , 7 , 0.002 , 8 , 4 , 4 , -0.0043 , 106.42 , 3.88831 , 0.738685 , -1.7066 , 0 , CSC[C@H]1O[C@@H](n2ccc3c(N)ncnc32)[C@H](O)[C@@H]1O
1NC3 , 267.244 , 6 , -5.96046e-08 , 9 , 6 , 4 , -1.9109 , 150.4 , 4.17942 , 0.430931 , -0.104583 , 0 , Nc1ncnc2c([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)n[nH]c12
1NDV , 370.482 , 6 , 0.999 , 9 , 7 , 0 , 1.8457 , 117.24 , 2.96776 , 0.272276 , -3.55785 , 0 , NC(=[NH2+])Nc1nc(-c2ccc(CNc3nc4ccccc4[nH]3)s2)cs1
1NDW , 259.308 , 8 , 0.000999942 , 5 , 3 , 1 , 1.1482 , 81.14 , 2.82802 , 0.816094 , -2.30714 , 0 , NC(=O)c1cn([C@@H](CO)CCc2ccccc2)cn1
1NDY , 309.368 , 8 , 0.00100011 , 5 , 3 , 1 , 2.3014 , 81.14 , 2.89334 , 0.732843 , -3.48963 , 0 , NC(=O)c1cn([C@@H](CO)CCc2cccc3ccccc23)cn1
1NDZ , 499.572 , 13 , -2.98023e-08 , 10 , 4 , 1 , 3.0184 , 132.99 , 3.33572 , 0.27273 , -5.25859 , 0 , Cn1c(CCC(=O)Nc2ccc3ccn(CC[C@H](CO)n4cnc(C(N)=O)c4)c3c2)nc2ccccc21
1NFU , 463.988 , 7 , 1 , 10 , 4 , 0 , 1.0522 , 109.3 , 2.91837 , 0.435317 , -3.58492 , 0 , NC(=[NH2+])c1cccc(CN2CCN(S(=O)(=O)c3cc4ccc(Cl)cc4s3)CC2=O)c1
1NFW , 436.943 , 6 , 0.00199997 , 10 , 1 , 0 , 2.9227 , 86.37 , 3.01661 , 0.666209 , -4.79436 , 0 , O=C1CN(S(=O)(=O)/C=C/c2ccc(Cl)s2)CCN1Cc1cc2cnccc2[nH]1
1NFX , 505.018 , 7 , 0.00199993 , 11 , 1 , 0 , 2.9298 , 95.74 , 2.92161 , 0.43703 , -5.2441 , 0 , O=C1CN(S(=O)(=O)c2cc3ccc(Cl)cc3s2)CCN1Cc1cc2cnccc2n1CCO
1NFY , 463.988 , 7 , 1.001 , 10 , 4 , 0 , 1.0522 , 109.3 , 2.87484 , 0.435317 , -3.58492 , 0 , NC(=[NH2+])c1ccc(CN2CCN(S(=O)(=O)c3cc4ccc(Cl)cc4s3)CC2=O)cc1
1NGP , 196.139 , 3 , -1.001 , 6 , 1 , 0 , -0.5482 , 112.38 , 4.33492 , 0.654002 , -0.649529 , 0 , O=C([O-])Cc1ccc(O)c([N+2]([O-])[O-])c1
1NJA , 305.184 , 6 , -1.999 , 10 , 3 , 3 , -3.751 , 168.78 , 4.44532 , 0.541157 , 1.01728 , 0 , Nc1ccn([C@H]2C[C@H](O)[C@@H](CO[P]([O-])([O-])[O-])O2)c(=O)n1
1NJD , 306.169 , 5 , -1.999 , 10 , 2 , 3 , -4.0399 , 162.73 , 4.40564 , 0.541279 , 1.22504 , 0 , O=c1ccn([C@H]2C[C@H](O)[C@@H](CO[P]([O-])([O-])[O-])O2)c(=O)[nH]1
1NJE , 305.184 , 6 , -1.999 , 10 , 3 , 3 , -3.751 , 168.78 , 4.44532 , 0.541157 , 1.01728 , 0 , Nc1ccn([C@H]2C[C@H](O)[C@@H](CO[P]([O-])([O-])[O-])O2)c(=O)n1
1NJJ , 500.59 , 17 , 4.001 , 14 , 17 , 15 , -8.7896 , 257.83 , 6.82425 , 0.170349 , 3.47756 , 0 , C[NH2+][C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3O[C@H]([C@H](C)O)[C@@H](O)[C@H](O)[C@H]3[NH3+])[C@@H]([NH3+])C[C@H]2[NH3+])OC[C@]1(C)O
1NJS , 543.456 , 18 , -2.001 , 16 , 8 , 2 , -2.3376 , 247.61 , 4.40276 , 0.160649 , -1.5692 , 0 , Nc1nc(N)c(CCC[C@H](c2ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])cc2)C(O)(O)C(F)(F)F)c(=O)[nH]1
1NLI , 135.128 , 1 , 0.00100002 , 5 , 3 , 0 , -0.0649 , 80.48 , 2.74504 , 0.530003 , -0.627014 , 0 , Nc1ncnc2[nH]cnc12
1NM6 , 511.067 , 2 , 2.001 , 9 , 6 , 1 , 0.3093 , 109.24 , 5.64551 , 0.398127 , -3.35328 , 0 , O=C1Cn2c(Cl)cnc(c2=O)N[C@@H](Cc2ccccc2)C[NH2+]CCC[NH2+]CCc2ccccc2CN1
1NNB , 290.25 , 10 , -1 , 9 , 5 , 5 , -4.4013 , 159.38 , 4.55692 , 0.345798 , 1.60182 , 0 , CC(=O)N[C@@H]1[C@@H](O)C=C(C(=O)[O-])O[C@H]1[C@H](O)[C@H](O)CO
1NNC , 332.314 , 11 , -0.00100088 , 11 , 9 , 5 , -6.7302 , 202.79 , 5.11085 , 0.186548 , 3.05712 , 0 , CC(=O)N[C@@H]1[C@@H](NC(N)=[NH2+])C=C(C(=O)[O-])O[C@H]1[C@H](O)[C@H](O)CO
1NSD , 290.25 , 10 , -0.998 , 9 , 5 , 5 , -4.4013 , 159.38 , 4.55692 , 0.345798 , 1.60182 , 0 , CC(=O)N[C@@H]1[C@@H](O)C=C(C(=O)[O-])O[C@H]1[C@H](O)[C@H](O)CO
1NT1 , 505.013 , 1 , 0.000999987 , 10 , 3 , 2 , 1.911 , 116.84 , 4.07472 , 0.54159 , -4.50497 , 0 , O=C1COc2ccc(Cl)cc2CNC(=O)[C@@H]2CCCN2C(=O)[C@@H](C2CCCCC2)NC(=O)CCN1
1NW5 , 399.451 , 12 , 0.998 , 12 , 7 , 6 , -3.9737 , 187.08 , 5.09098 , 0.343563 , 0.574838 , 0 , C[S@@+](CC[C@H]([NH3+])C(=O)[O-])C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O
1NW7 , 384.416 , 11 , -0.00499901 , 12 , 7 , 5 , -3.4886 , 187.08 , 4.72656 , 0.356432 , 0.313885 , 0 , Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H]([NH3+])C(=O)[O-])[C@@H](O)[C@H]1O
1NZQ , 459.569 , 14 , 0.998999 , 10 , 7 , 2 , -2.18441 , 163.12 , 4.74964 , 0.292927 , -1.13662 , 0 , Cn1cc(CNC(=O)[C@@H]2C=CCN2C(=O)[C@@H](CC2CCCCC2)[NH2+]CC(=O)[O-])cc1[C](N)N
1O0D , 459.569 , 14 , 0.998999 , 10 , 7 , 2 , -2.18441 , 163.12 , 4.74839 , 0.292927 , -1.13662 , 0 , Cn1c(CNC(=O)[C@@H]2C=CCN2C(=O)[C@@H](CC2CCCCC2)[NH2+]CC(=O)[O-])ccc1[C](N)N
1O0F , 423.172 , 8 , -3.998 , 15 , 3 , 4 , -6.4144 , 255.9 , 5.097 , 0.428304 , 2.22472 , 0 , Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO[P]([O-])([O-])[O-])[C@@H](O[P]([O-])([O-])[O-])[C@H]1O
1O0H , 424.18 , 9 , -2.999 , 15 , 4 , 4 , -5.7824 , 253.07 , 4.93864 , 0.381909 , 1.74932 , 0 , Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO[P]([O-])([O-])O[P]([O-])([O-])[O-])[C@@H](O)[C@H]1O
1O0M , 322.168 , 6 , -1.998 , 11 , 3 , 4 , -5.0691 , 182.96 , 4.50398 , 0.468771 , 1.88357 , 0 , O=c1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O[P]([O-])([O-])[O-])c(=O)[nH]1
1O0N , 322.168 , 6 , -2.001 , 11 , 3 , 4 , -5.0691 , 182.96 , 4.50713 , 0.468771 , 1.88357 , 0 , O=c1ccn([C@@H]2O[C@H](CO)[C@@H](O[P]([O-])([O-])[O-])[C@H]2O)c(=O)[nH]1
1O2G , 328.393 , 6 , 1.001 , 4 , 6 , 0 , 2.6719 , 87.63 , 2.64358 , 0.344081 , -3.89913 , 0 , NC(=[NH2+])c1ccc2[nH]c(-c3cccc(-c4ccccc4)c3O)cc2c1
1O2H , 336.414 , 7 , 1.001 , 5 , 6 , 0 , 2.3263 , 96.86 , 2.9133 , 0.43471 , -3.6924 , 0 , NC(=[NH2+])c1ccc2[nH]c(-c3cccc(OC4CCCC4)c3O)cc2c1
1O2I , 337.401 , 7 , 1 , 6 , 6 , 0 , 1.7213 , 109.75 , 2.92568 , 0.429066 , -3.25022 , 0 , NC(=[NH2+])c1ccc2[nH]c(-c3cccc(OC4CCCC4)c3O)nc2c1
1O2J , 325.39 , 10 , 1.001 , 6 , 6 , 0 , 1.4347 , 109.75 , 2.90702 , 0.420053 , -2.95548 , 0 , CC(C)COc1cccc(-c2nc3cc(C(N)=[NH2+])ccc3[nH]2)c1O
1O2K , 325.39 , 10 , 0.999998 , 6 , 6 , 0 , 1.4347 , 109.75 , 2.90702 , 0.420053 , -2.95548 , 0 , CC(C)COc1cccc(-c2nc3cc(C(N)=[NH2+])ccc3[nH]2)c1O
1O2N , 363.826 , 6 , 1.001 , 6 , 6 , 0 , 2.7203 , 100.52 , 2.77174 , 0.332326 , -4.16872 , 0 , NC(=[NH2+])c1cc2nc(-c3cccc(-c4ccccc4)c3O)[nH]c2cc1Cl
1O2O , 343.381 , 10 , 1 , 7 , 6 , 0 , 1.5738 , 109.75 , 3.03531 , 0.416275 , -3.17692 , 0 , CC(C)COc1cccc(-c2nc3cc(C(N)=[NH2+])c(F)cc3[nH]2)c1O
1O2Q , 370.858 , 7 , 1.001 , 6 , 6 , 0 , 4.27029 , 97.29 , 2.78605 , 0.551631 , -5.36137 , 0 , N[C](N)c1cc2cc(-c3cccc(OC4CCCC4)c3O)[nH]c2cc1Cl
1O2S , 253.284 , 5 , 1.001 , 5 , 6 , 0 , 0.3999 , 100.52 , 2.78192 , 0.392591 , -1.72611 , 0 , NC(=[NH2+])c1ccc2[nH]c(-c3ccccc3O)nc2c1
1O2U , 446.237 , 9 , -1 , 9 , 6 , 1 , -1.8641 , 180.78 , 4.27539 , 0.255448 , -1.30211 , 0 , NC(=[NH2+])c1ccc2[nH]c(-c3cc([C@@H](CC(=O)[O-])C(=O)[O-])cc(Br)c3O)nc2c1
1O2V , 446.237 , 9 , -1 , 9 , 6 , 1 , -1.8641 , 180.78 , 4.27539 , 0.255448 , -1.30211 , 0 , NC(=[NH2+])c1ccc2[nH]c(-c3cc([C@@H](CC(=O)[O-])C(=O)[O-])cc(Br)c3O)nc2c1
1O2Z , 473.465 , 12 , -0.997999 , 10 , 6 , 1 , -0.951 , 190.01 , 4.02442 , 0.188304 , -2.14947 , 0 , COc1ccccc1-c1cc([C@@H](CC(=O)[O-])C(=O)[O-])cc(-c2nc3cc(C(N)=[NH2+])ccc3[nH]2)c1O
1O30 , 461.429 , 10 , -1 , 10 , 6 , 1 , -0.8205 , 180.78 , 4.06612 , 0.206854 , -2.17046 , 0 , NC(=[NH2+])c1ccc2[nH]c(-c3cc([C@@H](CC(=O)[O-])C(=O)[O-])cc(-c4ccccc4F)c3O)nc2c1
1O31 , 254.271 , 5 , 1 , 6 , 6 , 0 , -0.2051 , 113.41 , 3.02826 , 0.374703 , -1.28394 , 0 , NC(=[NH2+])c1ccc2[nH]c(-c3ncccc3O)nc2c1
1O36 , 458.453 , 11 , -1 , 10 , 8 , 1 , -1.3774 , 206.8 , 4.12806 , 0.12852 , -1.73775 , 0 , NC(=[NH2+])c1ccc2[nH]c(-c3cc([C@@H](CC(=O)[O-])C(=O)[O-])cc(-c4ccccc4N)c3O)nc2c1
1O37 , 373.458 , 9 , 1.997 , 6 , 9 , 0 , 0.8513 , 128.16 , 3.27992 , 0.262703 , -2.83816 , 0 , NC(=[NH2+])c1ccc2[nH]c(-c3cc(CC[NH3+])cc(-c4ccccc4)c3O)nc2c1
1O39 , 329.381 , 6 , 1.001 , 5 , 6 , 0 , 2.0669 , 100.52 , 2.65596 , 0.341779 , -3.45695 , 0 , NC(=[NH2+])c1ccc2[nH]c(-c3cccc(-c4ccccc4)c3O)nc2c1
1O3B , 329.381 , 6 , 1.001 , 5 , 6 , 0 , 2.0669 , 100.52 , 2.65596 , 0.341779 , -3.45695 , 0 , NC(=[NH2+])c1ccc2[nH]c(-c3cccc(-c4ccccc4)c3O)nc2c1
1O3D , 329.381 , 6 , 1.004 , 5 , 6 , 0 , 2.0669 , 100.52 , 2.65596 , 0.341779 , -3.45695 , 0 , NC(=[NH2+])c1ccc2[nH]c(-c3cccc(-c4ccccc4)c3O)nc2c1
1O3E , 328.393 , 6 , 1.001 , 4 , 6 , 0 , 2.6719 , 87.63 , 2.64358 , 0.344081 , -3.89913 , 0 , NC(=[NH2+])c1ccc2[nH]c(-c3cccc(-c4ccccc4)c3O)cc2c1
1O3F , 328.393 , 6 , 1.001 , 4 , 6 , 0 , 2.6719 , 87.63 , 2.64358 , 0.344081 , -3.89913 , 0 , NC(=[NH2+])c1ccc2[nH]c(-c3cccc(-c4ccccc4)c3O)cc2c1
1O3G , 328.393 , 6 , 1.001 , 4 , 6 , 0 , 2.6719 , 87.63 , 2.64358 , 0.344081 , -3.89913 , 0 , NC(=[NH2+])c1ccc2[nH]c(-c3cccc(-c4ccccc4)c3O)cc2c1
1O3H , 345.219 , 6 , 0.999001 , 4 , 6 , 0 , 2.07582 , 87.63 , 2.99453 , 0.423298 , -3.57501 , 0 , Cc1cc(Br)c(O)c(-c2cc3cc(C(N)=[NH2+])ccc3[nH]2)c1
1O3I , 345.219 , 6 , 0.999001 , 4 , 6 , 0 , 2.07582 , 87.63 , 2.99453 , 0.423298 , -3.57501 , 0 , Cc1cc(Br)c(O)c(-c2cc3cc(C(N)=[NH2+])ccc3[nH]2)c1
1O5G , 383.446 , 8 , 0.997001 , 7 , 6 , 2 , 2.4965 , 109.75 , 3.82073 , 0.409781 , -4.12787 , 0 , C[C@H]1CCCC[C@H]1Oc1cccc(-c2nc3cc(C(N)=[NH2+])c(F)cc3[nH]2)c1O
1O86 , 404.486 , 14 , -0.999 , 8 , 4 , 3 , -2.151 , 140.24 , 4.2579 , 0.383753 , -0.791959 , 0 , [NH3+]CCCC[C@H](N[C@@H](CCc1ccccc1)C(=O)[O-])C(=O)N1CCC[C@H]1C(=O)[O-]
1ODC , 452.643 , 11 , 0.00200009 , 4 , 2 , 0 , 7.5264 , 49.84 , 2.42654 , 0.231116 , -8.28924 , 0 , c1ccc2c(NCCCCCCCCNc3c4c(nc5ccccc35)CCCC4)ccnc2c1
1ODW , 544.711 , 26 , 0.995994 , 9 , 6 , 4 , 2.5436 , 133.73 , 4.04065 , 0.281161 , -5.19749 , 0 , CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)[C@H](O)C[NH2+]C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C
1OF1 , 252.27 , 4 , 0.00300121 , 6 , 3 , 4 , -1.06668 , 95.32 , 4.37533 , 0.6249 , -0.632923 , 0 , Cc1cn([C@@]23C[C@H](O)[C@@H](CO)[C@@H]2C3)c(=O)[nH]c1=O
1OF6 , 181.191 , 5 , 1.01328e-06 , 4 , 4 , 1 , -1.7049 , 88 , 3.68732 , 0.581936 , 0.30488 , 0 , [NH3+][C@@H](Cc1ccc(O)cc1)C(=O)[O-]
1OHR , 567.793 , 18 , -0.00100055 , 8 , 4 , 5 , 4.74762 , 101.9 , 4.03922 , 0.328693 , -6.99491 , 0 , Cc1c(O)cccc1C(=O)N[C@@H](CSc1ccccc1)[C@H](O)CN1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C
1OIF , 148.182 , 4 , 0.999 , 4 , 5 , 3 , -3.1063 , 77.3 , 5.56835 , 0.312058 , 1.54584 , 0 , OC[C@H]1C[NH2+]C[C@@H](O)[C@@H]1O
1OIM , 164.181 , 5 , 1.002 , 5 , 6 , 4 , -3.993 , 97.53 , 5.61338 , 0.268138 , 2.10154 , 0 , OC[C@H]1[NH2+]C[C@H](O)[C@@H](O)[C@@H]1O
1OKL , 250.321 , 2 , -5.96046e-08 , 5 , 2 , 0 , 1.3567 , 62.38 , 3.87636 , 0.859016 , -2.4188 , 0 , C[NH+](C)c1cccc2c(S([NH-])(=O)=O)cccc12
1OKN , 317.433 , 11 , 0.00100011 , 8 , 5 , 0 , 0.3882 , 103.65 , 3.54688 , 0.360171 , -2.11989 , 0 , [NH-]S(=O)(=O)c1ccc(C(=O)NCCCC[NH2+]CS)cc1
1OPK , 427.289 , 5 , 0.00100006 , 8 , 2 , 0 , 4.5382 , 80.04 , 2.4604 , 0.501399 , -5.9316 , 0 , Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3cccc(CO)c3)nc21
1OQ5 , 380.37 , 6 , -1 , 9 , 1 , 0 , 4.60742 , 75.76 , 2.60597 , 0.665437 , -5.67776 , 0 , Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S([NH-])(=O)=O)cc2)cc1
1OS0 , 493.519 , 14 , -1.004 , 7 , 4 , 3 , -0.2984 , 142.99 , 4.02869 , 0.334283 , -2.75232 , 0 , [NH3+][C@@H](Cc1ccccc1)[P]([O-])([O-])C[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(=O)[O-]
1OTH , 251.156 , 9 , -3 , 8 , 3 , 1 , -5.1965 , 164.43 , 4.4647 , 0.341416 , 2.45173 , 0 , N[C@@H](CCCNC(=O)C[P]([O-])([O-])[O-])C(=O)[O-]
1OWE , 290.345 , 6 , 1.001 , 4 , 5 , 0 , 1.5565 , 80.71 , 2.17363 , 0.505222 , -2.82254 , 0 , NC(=[NH2+])c1ccc2cc(C(=O)Nc3ccccc3)ccc2c1
1OYF , 130.23 , 8 , -0.00100202 , 1 , 1 , 0 , 2.1951 , 20.23 , 1.75561 , 0.565526 , -2.25827 , 0 , CC(C)CCCCCO
1OYN , 275.348 , 5 , 0.00100006 , 4 , 1 , 1 , 2.6201 , 47.56 , 2.72967 , 0.917885 , -3.51068 , 0 , COc1ccc([C@H]2CNC(=O)C2)cc1OC1CCCC1
1OYT , 407.468 , 6 , 1.002 , 7 , 4 , 4 , 0.6106 , 92.23 , 3.84363 , 0.441648 , -2.88701 , 0 , NC(=[NH2+])c1ccc([C@H]2[C@H]3C(=O)N(Cc4ccc(F)cc4)C(=O)[C@H]3[C@@H]3CCCN32)cc1
1OZ0 , 811.615 , 23 , -4 , 24 , 8 , 5 , -6.785 , 403.34 , 5.51369 , 0.0471401 , -0.0267064 , 1 , NC(=O)c1ncn([C@@H]2O[C@H](CO[P]([O-])([O-])[O-])[C@@H](O)[C@H]2O)c1/C=C/C(=O)N(Cc1ccc2nc(N)[nH]c(=O)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])cc1
1P2Y , 162.235 , 2 , 0.00099992 , 2 , 0 , 1 , 1.8483 , 16.13 , 2.49993 , 0.626152 , -2.2147 , 0 , CN1CCC[C@H]1c1cccnc1
1P44 , 393.488 , 3 , 0.00300002 , 4 , 1 , 0 , 4.6957 , 39.34 , 2.27419 , 0.536373 , -5.83127 , 0 , O=C(c1ccc2[nH]ccc2c1)N1CCN(C2c3ccccc3-c3ccccc32)CC1
1P62 , 263.201 , 5 , -0.00399998 , 9 , 4 , 3 , -1.2886 , 110.6 , 3.86327 , 0.614631 , -0.54062 , 0 , Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)C2(F)F)c(=O)n1
1P9P , 384.416 , 11 , 2.68221e-07 , 12 , 7 , 5 , -3.4886 , 187.08 , 4.72656 , 0.356432 , 0.313885 , 0 , Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H]([NH3+])C(=O)[O-])[C@@H](O)[C@H]1O
1PA9 , 234.166 , 3 , -1 , 9 , 1 , 0 , 0.6437 , 132.69 , 5.11431 , 0.606236 , -1.78301 , 0 , O=[S+](=O)(=O)Oc1cc([N+2]([O-])[O-])ccc1O
1PE5 , 421.497 , 9 , -1.00101 , 6 , 2 , 3 , 2.39312 , 96.48 , 5.82409 , 0.72989 , -4.30234 , 0 , Cc1cc2c3c(c1)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)N[P]([O-])([O-])C[C@H](CC2)O3
1PE7 , 395.459 , 9 , -1 , 6 , 2 , 2 , 2.07832 , 96.48 , 4.65921 , 0.763117 , -3.89773 , 0 , Cc1ccc2c(c1)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)N[P]([O-])([O-])CCO2
1PE8 , 333.388 , 8 , -0.999 , 6 , 2 , 2 , 0.4251 , 96.48 , 4.88541 , 0.729068 , -2.26464 , 0 , CC(C)C[C@H]1CCOCC[P]([O-])([O-])N[C@@H](CC(C)C)C(=O)N1
1PGP , 273.113 , 11 , -3.001 , 10 , 4 , 4 , -7.045 , 199.46 , 5.36224 , 0.33383 , 3.67907 , 0 , O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO[P]([O-])([O-])[O-]
1PL8 , 662.423 , 17 , -0.998 , 21 , 8 , 8 , -6.4203 , 335.9 , 5.53901 , 0.0855583 , 0.670077 , 0 , NC(=O)c1ccc[n+]([C@@H]2O[C@H](CO[P]([O-])([O-])O[P]([O-])([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1
1PMN , 485.459 , 9 , 0.00299902 , 8 , 1 , 0 , 6.1074 , 58.87 , 2.76699 , 0.439253 , -7.46804 , 0 , CCCn1c(C2CCN(C)CC2)nc(-c2ccc(Cl)c(Cl)c2)c1-c1ccnc(NC2CC2)n1
1PPC , 522.648 , 13 , 1 , 10 , 6 , 1 , 1.61309 , 147.62 , 2.93405 , 0.338143 , -4.37239 , 0 , N[C](N)c1ccc(C[C@@H](NC(=O)CNS(=O)(=O)c2ccc3ccccc3c2)C(=O)N2CCCCC2)cc1
1PPH , 429.563 , 11 , 1.002 , 8 , 5 , 1 , 1.65211 , 118.52 , 2.77454 , 0.620377 , -3.79526 , 0 , Cc1ccc(S(=O)(=O)N[C@@H](Cc2cccc([C](N)N)c2)C(=O)N2CCCCC2)cc1
1PRO , 583.684 , 15 , -0.00199801 , 9 , 3 , 2 , 4.9422 , 105.94 , 3.53265 , 0.245919 , -7.24011 , 0 , COc1cc(CN2C(=O)N(Cc3ccc(O)c(OC)c3)N(Cc3ccccc3)C[C@@H](O)[C@H]2Cc2ccccc2)ccc1O
1PS3 , 232.193 , 5 , -0.000999987 , 8 , 5 , 5 , -4.2719 , 130.33 , 4.535 , 0.292993 , 1.87069 , 0 , O=C1N[C@@H]2[C@@H](O)[C@@H](O)[C@H](O)[C@@H](CO)N2C1=O
1PYN , 602.595 , 25 , -1.999 , 14 , 3 , 1 , -0.1628 , 212.68 , 3.53983 , 0.143926 , -3.56167 , 0 , COC(=O)c1c(O)cccc1OCCCCNC(=O)[C@H](Cc1ccc(OC(C(=O)[O-])C(=O)[O-])cc1)NC(=O)OC(C)(C)C
1Q1G , 297.358 , 6 , 0.997999 , 8 , 6 , 4 , -1.6773 , 118.61 , 5.26643 , 0.4649 , -0.472442 , 0 , CSC[C@H]1[NH2+][C@@H](c2c[nH]c3c(=O)[nH]cnc23)[C@H](O)[C@@H]1O
1Q3D , 466.539 , 5 , 0.00399891 , 7 , 2 , 4 , 4.354 , 69.45 , 4.95366 , 0.406387 , -6.05896 , 0 , CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4
1Q3W , 293.282 , 0 , 0.00100008 , 6 , 2 , 0 , 3.0967 , 96.91 , 3.40714 , 0.673963 , -3.99119 , 0 , O=C1Cc2c([nH]c3ccc([N+2]([O-])[O-])cc23)-c2ccccc2N1
